ARTWORK_TITLE,ARTIST,YEAR,MEDIUM,TYPE,DIMENSION,SUPPORT,FRAME,SIGNATURE,AUTHENTICITY,ABOUT,IMAGE_LOC,SElLER_ID,ARTWORK_ID
Encoded,"Michael Grine",2021,Painting,"Unique work","30.5 x 22.9 x 0.3 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionEncoded 2021 9”x12” aerosol on cardboard is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,821
Metallurgy,"Michael Grine",2012,Painting,"Unique work","35.6 x 25.4 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionMetallurgy 2012 14”x10” acrylic on canvas is part of my blur series. To obscure by making confused in form or outline; make indistinct. This is the opposite of my rotating canvas process, for this I use power tools and kitchen utensils to spin the paint after it is applied to the canvas. Sometimes all at once or in dried layers.
        

        Read more",NULL,1,822
Synapse,"Michael Grine",2012,Painting,"Unique work","20.3 x 25.4 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionSynapse 2012 8”x10” acrylic on canvas is part of my blur series. To obscure by making confused in form or outline; make indistinct. This is the opposite of my rotating canvas process, for this I use power tools and kitchen utensils to spin the paint after it is applied to the canvas. Sometimes all at once or in dried layers.
        

        Read more",NULL,1,823
Torment,"Michael Grine",2013,Painting,"Unique work","50.8 x 40.6 x 2.5 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionTorment 2013 16”x20” acrylic on wood panel is part of my texture series. This process uses modeling paste, power tools, kitchen utensils and water. Also, thick and thin layers of paint and dry brush technique to bring out the depth of the texture.
        

        Read more",NULL,1,824
"Sunflower II","Michael Grine",2012,Painting,"Unique work","12.7 x 12.7 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionSunflower II 2012 5"x5" acrylic on wood panel is part of my Adhesion series where I mix acrylic paints on wood panels to create the work.
        

        Read more",NULL,1,825
"Earth’s Sister I","Michael Grine",2012,Painting,"Unique work","15.2 x 15.2 x 2.2 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionEarth’s Sister I 2012 6”x6” acrylic on wood panel is part of my Adhesion series where I mix acrylic paints on wood panels to create the work.
        

        Read more",NULL,1,826
"Yolk II","Michael Grine",2012,Painting,"Unique work","30.5 x 30.5 x 2.5 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionYolk II 2012 12”x12” acrylic on wood panel is part of my Adhesion series where I mix acrylic paints on wood panels to create the work.
        

        Read more",NULL,1,827
Urge,"Michael Grine",2013,Painting,"Unique work","40.6 x 50.8 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionUrge 2013 16”x20” acrylic on canvas is part of my rotation series where I put paint on the canvas then spin it on a rotating platform that I made. This series of works were completed in 2014 and the rotation arm dismantled.
        

        Read more",NULL,1,828
"Earth’s Sister II","Michael Grine",2012,Painting,"Unique work","15.2 x 15.2 x 2.2 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionEarth’s Sister II 2012 6”x6” acrylic on wood panel is part of my Adhesion series where I mix acrylic paints on wood panels to create the work.
        

        Read more",NULL,1,829
"Identity ","Michael Grine",2012,Painting,"Unique work","61 x 45.7 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionIdentity 2012 18”x24” acrylic on canvas is part of my texture series. This process uses modeling paste, power tools, kitchen utensils and water. Also, thick and thin layers of paint and dry brush technique to bring out the depth of the texture.
        

        Read more",NULL,1,830
Coelacanth,"Michael Grine",2013,Painting,"Unique work","23.5 x 61 x 2.5 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionCoelacanth 2013 9.25”x24” acrylic on wood is part of my texture series. This process uses modeling paste, power tools, kitchen utensils and water. Also, thick and thin layers of paint and dry brush technique to bring out the depth of the texture.
        

        Read more",NULL,1,831
Terminator,"Michael Grine",2014,Painting,"Unique work","50.8 x 40.6 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionTerminator 2014 16”x20” acrylic on canvas is part of my glow series. When I first started to show my work I joined a local art group called Untitled Nashville an all volunteer art organization who would put on 4 or 5 pop up shows a year. One show a year was the Glow (black light theme) show. Every year I entered I used a different material such as gaffers tape, zip ties, test tube shot glasses and string. After seeing some of art in another show at the gallery the owner of the Main Street Gallery suggested we do an all black light show. So we planned a Benefit “Gleam, An Illuminated Art Show” for the Nashville Classical Charter School using my black lights artworks. I also made hand painted black light masks for people to buy and wear.
        

        Read more",NULL,1,832
Spineless,"Michael Grine",2014,Painting,"Unique work","30.5 x 23.5 x 1.3 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionSpineless 2014 12”x9.25”, acrylic on wood, is part of my texture series. This process uses modeling paste, power tools, kitchen utensils and water. Also, thick and thin layers of paint and dry brush technique to bring out the depth of the texture.
        

        Read more",NULL,1,833
Self-Aware,"Michael Grine",2019,Painting,"Unique work","214.1 x 121.9 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionSelf-Aware 2019 84.5"x48" is part of my new large liquid series where I use a wet on wet technique. This painting was made using mops ans brooms as large paint brushes. Self-Aware 2019 was all painted outside and has hand made stretcher bars. The inspiration for this series comes from my techniques that I used in a smaller scale.
        

        Read more",NULL,1,834
"Heretic I","Michael Grine",2017,Painting,"Unique work","42.2 x 52.1 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionHeretic I 2017 16.625”x20.5”x.75” acrylic on plywood panel is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on rough cut plywood.
        

        Read more",NULL,1,835
"Kingdom I","Michael Grine",2018,Painting,"Unique work","61 x 91.4 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionKingdom I 2018 36”x24” acrylic on canvas is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on up-cycled canvas. I use recycled materials whenever possible.
        

        Read more",NULL,1,836
"Worthless Miracle I","Michael Grine",2018,Painting,"Unique work","33 x 17.1 x 4.1 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWorthless Miracle I 2018 13”x6.75”x1.625” mixed media on wood serving tray is part of my Liquid series where I mix acrylic paints, inks and let the chemical reaction create the work on wood boards or panels.
        

        Read more",NULL,1,837
Devine,"Michael Grine",2014,Painting,"Unique work","34.3 x 23.5 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionDevine 2014 13.5”x9.25” acrylic on wood is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,838
"Kingdom II","Michael Grine",2018,Painting,"Unique work","61 x 91.4 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionKingdom II 2018 36”x24” acrylic on canvas is part of my Adhesion series where I mix acrylic paints on wood panels to create the work. This work is on up-cycled canvas. I use recycled materials whenever possible.
        

        Read more",NULL,1,839
"To the Republic","Michael Grine",2014,Painting,"Unique work","23.5 x 28.6 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionTo the Republic 2014 9.25”x11.25” acrylic on wood is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,840
"Planet Earth ","Michael Grine",2015,Painting,"Unique work","60.5 x 121.4 x 5.4 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionPlanet Earth 2015 23.8”x47.8”x2.125” mixed media on wood panel is part of my liquid series where I mix materials and let the chemical reaction create the work.
        

        Read more",NULL,1,841
Slit,"Michael Grine",2012,Painting,"Unique work","25.4 x 20.3 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionVert 2012 10” x 8” gaffers tape on canvas is part of my glow series. When I first started to show my work, I joined a local art group called Untitled Nashville an all volunteer art organization who would put on 4 or 5 pop up shows a year. One show a year was the Glow (black light theme) show. Every year I entered, I used a different material such as gaffers tape, zip ties, test tube shot glasses and string. After seeing some of art in another show at the gallery, the owner of the Main Street Gallery suggested we do an all black light show. So we planned a Benefit “Gleam, An Illuminated Art Show” for the Nashville Classical Charter School using my black lights artworks. I also made hand painted black light masks for people to buy and wear.
        

        Read more",NULL,1,842
"Star bright","Michael Grine",2012,Painting,"Unique work","20.3 x 25.4 x 1.9 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionVert 2012 10” x 8” gaffers tape on canvas is part of my glow series. When I first started to show my work, I joined a local art group called Untitled Nashville an all volunteer art organization who would put on 4 or 5 pop up shows a year. One show a year was the Glow (black light theme) show. Every year I entered, I used a different material such as gaffers tape, zip ties, test tube shot glasses and string. After seeing some of art in another show at the gallery, the owner of the Main Street Gallery suggested we do an all black light show. So we planned a Benefit “Gleam, An Illuminated Art Show” for the Nashville Classical Charter School using my black lights artworks. I also made hand painted black light masks for people to buy and wear.
        

        Read more",NULL,1,843
Limerick,"Michael Grine",2019,Painting,"Unique work","61 x 45.7 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionLimerick 2019 18”x24” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,844
"Comet I","Michael Grine",2019,Painting,"Unique work","91.4 x 61 x 3.8 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionComet I 2019 is part of my imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself. This work is on up-cycled canvas. I use recycled materials whenever possible. This work was named by son Robert.
        

        Read more",NULL,1,845
"Trap I","Michael Grine",2018,Painting,"Unique work","35.6 x 27.9 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionTrap I 2018 11”x14” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,846
Aloha,"Michael Grine",2012,Painting,"Unique work","81.3 x 22.9 x 1.9 cm (Height x Width x Depth)","Painting on wood","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionAloha 2012 9”x32” acrylic on wood is part of my skateboard art series. This series of work was inspired by vintage skateboards of the 1950’s and 1960’s. This skateboard is hand cut and shaped out of a solid pine board. I started this project in 2009 and the series was completed in 2019.
        

        Read more",NULL,1,847
"Mini bear Fat blue",Fat,2019,Sculpture,"Unique work","28 x 23 x 13 cm (Height x Width x Depth)","Sculpture sold with plexiglass pedestal. Dimensions of pedestal:2 x 13 x 13 cm",NULL,"Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,848
Haircuts,"Michael Grine",2015,Painting,"Unique work","35.6 x 27.9 x 0 cm (Height x Width x Depth)","Painting on paper","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionHaircuts 2015 11”x14” aerosol on paper is part of my Imprint series where I use found objects to paint with or through. The inspiration for this work comes from the object itself.
        

        Read more",NULL,1,849
"Bugs bunny's ",Fat,2018,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,850
"Banksy Flower Bart",Fat,2020,Painting,"Unique work","87 x 60 x 5 cm (Height x Width x Depth)","Painting on wood","Black wood frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,851
"Fat Matisse",Fat,2020,Painting,"Unique work","43 x 43 x 4 cm (Height x Width x Depth)","Painting on vinyl","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWork produced on a 33 rpm vinyl record.
        

        Read more",NULL,1,852
"Fat Pink Panther",Fat,2020,Painting,"Unique work","43 x 43 x 4 cm (Height x Width x Depth)","Painting on vinyl","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWork performed on a 33 rpm vinyl record.
        

        Read more",NULL,1,853
Maid,Fat,2020,Painting,"Unique work","47 x 47 x 4 cm (Height x Width x Depth)","Painting on wood","Black wood frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,854
"Fat Flowers",Fat,2020,Painting,"Unique work","45 x 45 x 4 cm (Height x Width x Depth)","Painting on vinyl","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWork performed on a 33 rpm vinyl record.
        

        Read more",NULL,1,855
"Skate Bugs Bunny",Fat,2019,Painting,"Unique work","82 x 82 x 7.5 cm (Height x Width x Depth)","Painting on wood","Black wood floater frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionStreet artist, A personal style of Sweet Street. 
Works by the artist FAT are full of life, colors, cheerfulness, tenderness.
        

        Read more",NULL,1,856
"La Linéa",Fat,2019,Painting,"Unique work","43 x 43 x 4 cm (Height x Width x Depth)","Painting on vinyl","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,857
"Betty Boop",Fat,2019,Painting,"Unique work","100 x 65 x 2.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionStreet artist, A personal style of Sweet Street. 
Works by the artist FAT are full of life, colors, cheerfulness, tenderness.
        

        Read more",NULL,1,858
"Bart Simpson",Fat,2020,Painting,"Unique work","42.5 x 116.5 x 2.5 cm (Height x Width x Depth)","Painting on enamelled plate","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionParis metro signage plate.
Acrylic and spray paint, posca.
        

        Read more",NULL,1,859
Simpson,Fat,2020,Painting,"Unique work","80 x 80 x 3 cm (Height x Width x Depth)","Painting on fine art paper","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionAcrylic and spray paint on 410g paper. 
Black frame with glass 
Signature of the artwork lower left
        

        Read more",NULL,66,860
"Daffy Duck",Fat,2017,Painting,"Unique work","120 x 60 x 3 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThe artworks of the artist FAT are in a Sweet-street style, Full of cheerfulness, colors.
        

        Read more",NULL,1,861
"Donald paint",Fat,2017,Painting,"Unique work","100 x 100 x 3 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,862
Droopy,Fat,2019,Painting,"Unique work","100 x 65 x 2.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionStreet Artist, with a personal "Sweet Street" style. 
The works of the artist FAT are full of life, color and cheerfulness.
        

        Read more",NULL,68,863
Peace,Fat,2019,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,864
"Richie Rich Skate Triptych",Fat,2020,Sculpture,"Unique work","80 x 60 x 1 cm (Height x Width x Depth)",NULL,NULL,"Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWork composed of 3 skates.

The works of the artist are in a Sweet-street style, Full of gaiety, of colors
        

        Read more",NULL,1,865
"Smurfs Metro Map of Paris",Fat,2019,Painting,"Unique work","42 x 68 x 0.2 cm (Height x Width x Depth)","Painting on paper","White wood frame with plexiglass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionAn artistic universe full of lightness and colors, a sweet-street style!
        

        Read more",NULL,1,866
"Scrooge Skate",Fat,2020,Sculpture,"Unique work","80 x 20 x 1 cm (Height x Width x Depth)",NULL,NULL,"Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThe artworks of the artist are in a Sweet-street style, Full of cheerfulness, colors.
        

        Read more",NULL,1,867
"Fat Keith",Fat,2020,Painting,"Unique work","43 x 43 x 4 cm (Height x Width x Depth)","Painting on vinyl","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionArtwork on 33 rpm vinyl record.
        

        Read more",NULL,1,868
"Mickey Skate",Fat,2020,Sculpture,"Unique work","80 x 20 x 1 cm (Height x Width x Depth)",NULL,NULL,"Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThe works of the artist are in a Sweet-street style, Full of cheerfulness, colors.
        

        Read more",NULL,1,869
"Sam Yosemite",Fat,2019,Painting,"Unique work","120 x 100 x 3 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionThe works of the artist FAT are in a Sweet-street style, Full of cheerfulness, colors.
        

        Read more",NULL,1,870
"Fat Betty Boop",Fat,2020,Painting,"Unique work","43 x 43 x 4 cm (Height x Width x Depth)","Painting on vinyl","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWork performed on a 33 rpm vinyl record.
        

        Read more",NULL,1,871
"Fat balloon girl",Fat,2020,Painting,"Unique work","43 x 43 x 4 cm (Height x Width x Depth)","Painting on vinyl","Black wood frame with glass","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionWork performed on a 33 rpm vinyl record.
        

        Read more",NULL,1,872
"Splash 1","Marian Williams",2021,Painting,"Unique work","20 x 20 x 0.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition"Splash 1"
Feb 2021

Splash 1 is a paper on paper collage built up with 3 elements.

The Background image is an illustration of Ralph Weiss' photo 'Onoclée sensitive', 1969.
The top image is the upper half of George Silk's photography 'Jeune Plongeuse", 1962.

The graphic composition is minimalist and surprisingly off balance.

(The artwork is delivered with Velcro for framing.
The white box frame is Included free of charge for orders within the European Union.)
        

        Read more",NULL,1,873
Feminine,"Marian Williams",2018,Painting,"Unique work","20 x 20 x 0.5 cm (Height x Width x Depth)","Painting on cardboard + canvas","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionA classical mix of genders.
The male clerical outfit fits the  young woman perfectly.

The bodies of 2 men and 2 women form the center of this composition "Infiniment Feminine".

Authentic illustration from vintage magazines and books.

( The artwork is delivered with Velcro for framing.
The frame is INCLUDED free of charge for orders within the European Union.)
        

        Read more",NULL,1,874
"Babes on Blades 3","Marian Williams",2021,Painting,"Unique work","20 x 20 x 0.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,875
"Babes on Blades 2","Marian Williams",2021,Painting,"Unique work","20 x 20 x 0.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,876
"Queen of Camouflage 1","Marian Williams",2016,Painting,"Unique work","30 x 30 x 0.5 cm (Height x Width x Depth)","Painting on cardboard + canvas","Beige wood floater frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionFrom the 'Queen of Camouflage Series' in which faceless women blend in with their environment.

Collage on canvas, acrylic and paper.
The images are authentic and come from vintage magazines.

Delivered with a natural unvarnished wood box frame.
        

        Read more",NULL,1,877
"Nus de Harlem 4, ( Triptych/ Triptyque )","Marian Williams",2020,Painting,"Unique work","25 x 75 x 3 cm (Height x Width x Depth)","Painting on fine art paper","Beige wood floater frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionNus de Harlem 4.

Triptych; 3 works each 13x13cm framed in 25x25cm wooden frames.

The triptychs can be read as short stories and are also unique artworks on their own.

The black and white elements are photographies by Charles "Chuck" Stewart. 

His photo reportage 'Nus de Harlem' was printed in 1961, the images on these collages are from the original edition. Charles Stewart's nude models inspire innocence, melancholy and sadness. 

The collages either reinforce or contradict these inspirations.
        

        Read more",NULL,1,878
"Heads or Tails 6","Marian Williams",2021,Painting,"Unique work","30 x 30 x 0.5 cm (Height x Width x Depth)","Painting on cardboard + canvas","Beige wood floater frame","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionHeads or Tails 6, from the Heads or Tails series, is a composition of paper collage on a acrylic paint background.

In this collage the headless 'reverse mermaid' features the legs of Film Star Rita Hayworth .

Film Star images are authentic illustrations from French vintage film magazines from the 1950's.

All paper images are from original vintage magazines.

Acrylic paint, paper, varnish, glue.

Signed, varnished and delivered with a certificate of authenticity.

Delivered with a natural unvarnished wood box frame.
        

        Read more",NULL,1,879
"Babes on Blades 1","Marian Williams",2021,Painting,"Unique work","20 x 20 x 0.5 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition",NULL,1,880
"Bill Board 2","Marian Williams",2018,Painting,"Unique work","120 x 120 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionEnlarged image from one of my small collage compositions.
The image is mirror printed and transferred on canvas.
Pixels are accentuated with acrylic paint and spray paint.
The flower patterns are transfers from authentic magazines from the 1950's.
        

        Read more",NULL,1,881
"Frida Bill Board 4","Marian Williams",2019,Painting,"Unique work","120 x 120 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionFrida, Bill Board 4, is a portrait of Frida Kahlo built up from three different colour compositions.
These compositions in red, pink and sepia were torn and later recomposed to create the portrait.

Although the work shows rough lines and torn edges, the overall impression is tranquil and soft.

The image is transferred onto canvas, which gives it this typical vintage bill board aspect.

Frida Billboard 4 is from the Frida series, a series produced with specific 'pop art' use of reproduction and techniques.
Each work in this series is based on the same image but each composition has its own originality  and uniqueness.
        

        Read more",NULL,1,882
"Womanoïds 2","Marian Williams",2017,Painting,"Unique work","120 x 120 x 4 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect condition'Womanoïds 2' is a very mixed media composition on canvas.
Paint is mixed with paper collage, 3D elements and ink transfer.
A group portrait of 3 robotic women are holding their breast proudly.
The breast have 3D inflatable plastic valves.
The eyes are 3D vintage recording tapes.
        

        Read more",NULL,1,883
"Blue Birds","Marian Williams",2019,Painting,"Unique work","120 x 120 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionFrom the "Retro Fantastic" series, that was part of a group show at the Dutch Design Hotel, Artemis in Amsterdam, Netherlands in 2019.
The artist worked on the theme of the fantastic 50s and 60s. 
Those were the days; the future was promising. 
"From nowadays, reality I look back to the rise of capitalism and consumerism with a nostalgic and critical eye. "

In the series, images of the good old days are set against a different reality.
Tales of hope and glory when men conquered space, science was the future, bombs were power games and plastic was fantastic.

Mixed Media composition on 120 x 120 cm canvas.
Collage transfer and paint.
Acrylic paint, glue, paper, ink, pen, pastels and felt pens.

Signed, varnished and delivered with a certificat of authenticity.
        

        Read more",NULL,1,884
Sixties,"Marian Williams",2018,Painting,"Unique work","120 x 120 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionFor Retro Fantastic, a group show at the Dutch Design Hotel, Artemis in Amsterdam, Netherlands in 2019 I worked on the theme of the fantastic 50s and 60s. 
Those were the days; the future was promising. 

From nowadays reality I look back to the rise of capitalism and consumerism with a nostalgic and critical eye. 
In the series images of the good old days are set against a different reality. 
Tales of hope and glory when men conquered space, science was the future, bombs were power games and plastic was fantastic.

Mixed Media composition on 120 x 120 cm canvas.
Collage transfer and paint.
Acrylic paint, glue, paper, ink, pen, pastels and felt pens.
The original paper on paper composition is enlarged, mirrored and transferred to canvas and later finished  with pastels and paint.
        

        Read more",NULL,1,885
Tattoo,"Marian Williams",2016,Painting,"Unique work","116 x 89 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionTattoo is a mixture of paint, transfers and collage.
The transferred images are from vintage magazines.
The face is a paper collage, some edges are torn and not entirely glued in order to obtain a fragile aspect.
        

        Read more",NULL,1,886
"Compositions in Yellow and Blue 2","Marian Williams",2018,Painting,"Unique work","120 x 120 x 2 cm (Height x Width x Depth)","Painting on canvas on stretcher","Not framed","Hand-signed by artist","Work sold with an invoice from the galleryand a certificate of authenticity","Artwork sold in perfect conditionCollage composition using a fragment of Bert Stern's last sitting photo of Marilyn Monroe.

One of a series of different compositions in blue and yellow.

The image is transferred on canvas, which gives it this typical vintage, worn aspect.
        

        Read more",NULL,1,887
